HGNC ID	Approved symbol	Approved name	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers	RefSeq IDs	NCBI Gene ID	Ensembl gene ID
HGNC:54146	LINC02660	long intergenic non-protein coding RNA 2660	Approved			10p15.1			101927904	ENSG00000226005
HGNC:54147	LINC02661	long intergenic non-protein coding RNA 2661	Approved			10q25.1			105378478	ENSG00000223381
HGNC:54148	LINC02662	long intergenic non-protein coding RNA 2662	Approved			10p15.3			105376348	ENSG00000231326
HGNC:54149	LINC02663	long intergenic non-protein coding RNA 2663	Approved			10p14			105376402	ENSG00000228636
HGNC:54150	LINC02664	long intergenic non-protein coding RNA 2664	Approved			10p11.22		NR_134478	101929352	ENSG00000272381
HGNC:54151	LINC02665	long intergenic non-protein coding RNA 2665	Approved			10p14			105376386	ENSG00000223581
HGNC:54152	LINC02666	long intergenic non-protein coding RNA 2666	Approved			10q26.3			107984280	ENSG00000283141
HGNC:54153	LINC02667	long intergenic non-protein coding RNA 2667	Approved			10q26.3		NR_148990	728327	ENSG00000224190
HGNC:54154	LINC02668	long intergenic non-protein coding RNA 2668	Approved			10p15.2			105376354	ENSG00000226762
HGNC:54155	LINC02669	long intergenic non-protein coding RNA 2669	Approved			10p15.2		NR_155743	101927880	ENSG00000233321
HGNC:54156	LINC02670	long intergenic non-protein coding RNA 2670	Approved			10p14			101928298	ENSG00000224788
HGNC:54158	LINC02671	long intergenic non-protein coding RNA 2671	Approved			10q21.3		NR_134456	101928887	ENSG00000224714
HGNC:54159	LINC02672	long intergenic non-protein coding RNA 2672	Approved		OIN1	10q21.1			105378309	ENSG00000227121
HGNC:54167	LINC02673	long intergenic non-protein coding RNA 2673	Approved			10p12.1			101929180	ENSG00000260151
HGNC:54168	LINC02674	long intergenic non-protein coding RNA 2674	Approved			10q26.11			102724627	ENSG00000234952
HGNC:54169	LINC02675	long intergenic non-protein coding RNA 2675	Approved			10q11.22			112267862	ENSG00000264404
HGNC:54170	LINC02676	long intergenic non-protein coding RNA 2676	Approved			10p14		NR_131944	105755953	ENSG00000234752
HGNC:54171	LINC02677	long intergenic non-protein coding RNA 2677	Approved			10p15.1			102723629	
HGNC:54172	LINC02678	long intergenic non-protein coding RNA 2678	Approved			10p15.1			105376383	
HGNC:54173	LINC02679	long intergenic non-protein coding RNA 2679	Approved			10q22.3		NR_134315	105378385	ENSG00000226676
HGNC:54174	LINC02680	long intergenic non-protein coding RNA 2680	Approved			10p12.1			105376463	ENSG00000285737
HGNC:54175	LINC02681	long intergenic non-protein coding RNA 2681	Approved		uc.303	10q24.32		NR_120621	101927419	ENSG00000229649
HGNC:54177	LINC02682	long intergenic non-protein coding RNA 2682	Approved		TCONS_00019584, lnc-SOX6-1	11p15.2			105376570	ENSG00000254661
HGNC:54179	LINC02683	long intergenic non-protein coding RNA 2683	Approved			11p15.2		NR_135052	101928132	ENSG00000254438
HGNC:54180	LINC02684	long intergenic non-protein coding RNA 2684	Approved			11q25			105369589	ENSG00000255512
HGNC:27350	LINC02685	long intergenic non-protein coding RNA 2685	Approved			11p11.2		NR_026681	221122	ENSG00000254654
HGNC:54186	LINC02686	long intergenic non-protein coding RNA 2686	Approved			11p14.3			105376594	ENSG00000254594
HGNC:54187	LINC02687	long intergenic non-protein coding RNA 2687	Approved	LINC02696		11p11.2		NR_122071	399886	ENSG00000255267
HGNC:54184	LINC02688	long intergenic non-protein coding RNA 2688	Approved			11p15.5		NR_160890	101927503	ENSG00000254872
HGNC:54192	LINC02689	long intergenic non-protein coding RNA 2689	Approved			11p15.5			105376513	ENSG00000285985
HGNC:54194	LINC02690	long intergenic non-protein coding RNA 2690	Approved			11p11.2			105376658	ENSG00000255226
HGNC:20358	LINC02691	long intergenic non-protein coding RNA 2691	Approved	C14orf144		14q32.33	BC007749	NR_146611	145195	ENSG00000258913
HGNC:18147	LINC02692	long intergenic non-protein coding RNA 2692	Approved	C9orf141, PRR31		9q34.3		NR_157392	101928638	ENSG00000198454
HGNC:27904	LINC02693	long intergenic non-protein coding RNA 2693	Approved	C17orf51	FLJ12977, FLJ31874, FLJ33618	17p11.2	BC010612	NR_160801	339263	ENSG00000212719
HGNC:33796	LINC02694	long intergenic non-protein coding RNA 2694	Approved	C15orf53	FLJ35695	15q14			400359	ENSG00000175779
HGNC:54209	LINC02695	long intergenic non-protein coding RNA 2695	Approved			11q14.2			107984426	ENSG00000254699
HGNC:54210	LINC02696	symbol withdrawn, see [HGNC:54187](/data/gene-symbol-report/#!/hgnc_id/HGNC:54187)	Symbol Withdrawn			11p11.2				
HGNC:54211	LINC02697	long intergenic non-protein coding RNA 2697	Approved			11q25			105369586	ENSG00000255327
HGNC:54212	LINC02698	long intergenic non-protein coding RNA 2698	Approved			11q23.3			105369512	ENSG00000256717
HGNC:54213	LINC02699	long intergenic non-protein coding RNA 2699	Approved			11p14.3			105376596	ENSG00000254456
HGNC:54214	LINC02700	long intergenic non-protein coding RNA 2700	Approved			11q21			105369436	ENSG00000255666
HGNC:54216	LINC02701	long intergenic non-protein coding RNA 2701	Approved			11q13.3			105369364	ENSG00000250508
HGNC:54217	LINC02702	long intergenic non-protein coding RNA 2702	Approved		LASER	11q23.3			101929011	ENSG00000237937
HGNC:54218	LINC02703	long intergenic non-protein coding RNA 2703	Approved			11q23.3			102724165	ENSG00000257067
HGNC:54220	LINC02704	long intergenic non-protein coding RNA 2704	Approved			11p11.2			105376647	ENSG00000255079
HGNC:54222	LINC02705	long intergenic non-protein coding RNA 2705	Approved			11q12.2			105369319	ENSG00000254952
HGNC:54223	LINC02706	long intergenic non-protein coding RNA 2706	Approved			11q25			105369584	ENSG00000255344
HGNC:54224	LINC02707	long intergenic non-protein coding RNA 2707	Approved			11p13			105376623	ENSG00000255427
HGNC:54225	LINC02708	long intergenic non-protein coding RNA 2708	Approved			11p15.5			100505570	ENSG00000227306
HGNC:54226	LINC02709	long intergenic non-protein coding RNA 2709	Approved			11p15.4			440028	ENSG00000245522
HGNC:54227	LINC02710	long intergenic non-protein coding RNA 2710	Approved			11p11.2			105376662	ENSG00000255269
HGNC:54228	LINC02711	long intergenic non-protein coding RNA 2711	Approved			11q14.2		NR_135090	105369423	ENSG00000255183
HGNC:54229	LINC02712	long intergenic non-protein coding RNA 2712	Approved			11q24.2		NR_120580	101929497	ENSG00000273409
HGNC:54230	LINC02713	long intergenic non-protein coding RNA 2713	Approved			11q22.1			105369454	ENSG00000255502
HGNC:54231	LINC02714	long intergenic non-protein coding RNA 2714	Approved			11q25		NR_147836	729305	ENSG00000251226
HGNC:54232	LINC02715	long intergenic non-protein coding RNA 2715	Approved			11q22.3			105369482	ENSG00000254659
HGNC:25454	LINC02716	long intergenic non-protein coding RNA 2716	Approved			11p11.2		NR_027134	374387	ENSG00000205106
HGNC:54234	LINC02717	long intergenic non-protein coding RNA 2717	Approved			11q25			105369588	ENSG00000285735
HGNC:54235	LINC02718	long intergenic non-protein coding RNA 2718	Approved			11p14.3			105376592	ENSG00000255418
HGNC:54236	LINC02719	long intergenic non-protein coding RNA 2719	Approved			11q22.3		NR_135099	105369473	ENSG00000254580
HGNC:54237	LINC02720	long intergenic non-protein coding RNA 2720	Approved			11q14.1		NR_120570	101928944	ENSG00000255178
HGNC:54238	LINC02721	long intergenic non-protein coding RNA 2721	Approved			11p13			105376620	ENSG00000255133
HGNC:54239	LINC02722	long intergenic non-protein coding RNA 2722	Approved			11p13			105376619	ENSG00000255169
HGNC:54240	LINC02723	long intergenic non-protein coding RNA 2723	Approved			11q13.1			107984366	ENSG00000231680
HGNC:54241	LINC02724	long intergenic non-protein coding RNA 2724	Approved			11q13.1		NR_073177	100996455	ENSG00000181908
HGNC:54242	LINC02725	long intergenic non-protein coding RNA 2725	Approved			11q24.3			105369563	ENSG00000273415
HGNC:54243	LINC02726	long intergenic non-protein coding RNA 2726	Approved			11p14.3			105376593	ENSG00000255193
HGNC:54244	LINC02727	long intergenic non-protein coding RNA 2727	Approved			11q24.1			105369541	ENSG00000254823
HGNC:54245	LINC02728	long intergenic non-protein coding RNA 2728	Approved			11q14.1		NR_120564	101928865	ENSG00000251323
HGNC:54246	LINC02729	long intergenic non-protein coding RNA 2729	Approved			11p15.1		NR_132279	102723330	ENSG00000255335
HGNC:54247	LINC02730	long intergenic non-protein coding RNA 2730	Approved			11q25			107984414	ENSG00000255406
HGNC:54248	LINC02731	long intergenic non-protein coding RNA 2731	Approved			11q25		NR_027276	100128239	ENSG00000204241
HGNC:54249	LINC02732	long intergenic non-protein coding RNA 2732	Approved			11q22.3		NR_135100	105369486	ENSG00000254416
HGNC:54250	LINC02733	long intergenic non-protein coding RNA 2733	Approved			11q12.3			100507521	ENSG00000255553
HGNC:54251	LINC02734	long intergenic non-protein coding RNA 2734	Approved			11q14.1			105369413	ENSG00000255382
HGNC:54252	LINC02735	long intergenic non-protein coding RNA 2735	Approved			11q12.1		NR_110136	101927120	ENSG00000255433
HGNC:54253	LINC02736	long intergenic non-protein coding RNA 2736	Approved			11q13.1			105369346	ENSG00000279243
HGNC:54254	LINC02737	long intergenic non-protein coding RNA 2737	Approved			11q21		NR_135097	105369443	ENSG00000256684
HGNC:54256	LINC02739	long intergenic non-protein coding RNA 2739	Approved			11q12.1			105369317	ENSG00000255008
HGNC:54257	LINC02740	long intergenic non-protein coding RNA 2740	Approved			11p12		NR_038309	100507205	ENSG00000255109
HGNC:54258	LINC02741	long intergenic non-protein coding RNA 2741	Approved			11p12			105376640	ENSG00000255388
HGNC:54259	LINC02742	long intergenic non-protein coding RNA 2742	Approved			11p14.1			105376603	ENSG00000249867
HGNC:54261	LINC02743	long intergenic non-protein coding RNA 2743	Approved			11q25		NR_120444	646522	ENSG00000255258
HGNC:54262	LINC02744	long intergenic non-protein coding RNA 2744	Approved			11q23.3			105369528	ENSG00000254863
HGNC:54263	LINC02745	long intergenic non-protein coding RNA 2745	Approved			11p12			101928591	ENSG00000255300
HGNC:54264	LINC02746	long intergenic non-protein coding RNA 2746	Approved			11q14.3		NR_135091	105369431	ENSG00000282916
HGNC:54266	LINC02747	long intergenic non-protein coding RNA 2747	Approved		AP000439.3, CUPID2, AP000439.2	11q13.3			105379407	ENSG00000255774
HGNC:54267	LINC02748	long intergenic non-protein coding RNA 2748	Approved			11q14.3			105369427	ENSG00000255187
HGNC:54268	LINC02749	long intergenic non-protein coding RNA 2749	Approved			11p15.4		NR_047550	100506082	ENSG00000254480
HGNC:54269	LINC02750	long intergenic non-protein coding RNA 2750	Approved			11p11.12			105369150	ENSG00000254518
HGNC:54271	LINC02751	long intergenic non-protein coding RNA 2751	Approved		uc.321	11p15.2			105376569	ENSG00000254946
HGNC:54272	LINC02752	long intergenic non-protein coding RNA 2752	Approved			11p15.4			105376550	ENSG00000254401
HGNC:54273	LINC02753	long intergenic non-protein coding RNA 2753	Approved		AP003555.1, onclncRNA-626	11q13.3		NR_120529	101928443	ENSG00000248844
HGNC:54274	LINC02754	long intergenic non-protein coding RNA 2754	Approved			11q13.2			105369360	ENSG00000251637
HGNC:54275	LINC02755	long intergenic non-protein coding RNA 2755	Approved			11p14.1			105376605	ENSG00000254530
HGNC:54276	LINC02756	long intergenic non-protein coding RNA 2756	Approved			11q14.3			105369428	ENSG00000255332
HGNC:54277	LINC02757	long intergenic non-protein coding RNA 2757	Approved			11q13.5			101928813	ENSG00000255363
HGNC:54278	LINC02758	long intergenic non-protein coding RNA 2758	Approved			11p14.1			105376602	ENSG00000248990
HGNC:54279	LINC02759	long intergenic non-protein coding RNA 2759	Approved			11p12		NR_120554	103312105	ENSG00000255175
HGNC:54280	LINC02760	long intergenic non-protein coding RNA 2760	Approved			11p12		NR_135110	105376633	ENSG00000254516
HGNC:54281	LINC02761	long intergenic non-protein coding RNA 2761	Approved			11q13.5			107984359	ENSG00000255362
HGNC:27443	LINC02762	long intergenic non-protein coding RNA 2762	Approved		lnc-PTS-1	11q23.1		NR_126004	283140	ENSG00000250303
HGNC:54282	LINC02763	long intergenic non-protein coding RNA 2763	Approved		RP11-65M17.3	11q23.1		NR_120559	101928823	ENSG00000254968
HGNC:54283	LINC02764	long intergenic non-protein coding RNA 2764	Approved			11q23.1		NR_104155	387810	ENSG00000255484
HGNC:54285	LINC02765	long intergenic non-protein coding RNA 2765	Approved			1q42.12			105373110	ENSG00000234476
HGNC:54286	LINC02766	long intergenic non-protein coding RNA 2766	Approved			1p36.21			105376744	ENSG00000229484
HGNC:54287	LINC02767	long intergenic non-protein coding RNA 2767	Approved			1q32.2			105372883	ENSG00000284237
HGNC:54288	LINC02768	long intergenic non-protein coding RNA 2768	Approved	LINC03081		1q42.3			105373212	ENSG00000229291
HGNC:54289	LINC02769	long intergenic non-protein coding RNA 2769	Approved			1q32.2			105372891	ENSG00000259815
HGNC:54290	LINC02770	long intergenic non-protein coding RNA 2770	Approved			1q31.2			107985457	ENSG00000228215
HGNC:54291	LINC02771	long intergenic non-protein coding RNA 2771	Approved			1q32.3			105372907	ENSG00000224535
HGNC:54292	LINC02772	long intergenic non-protein coding RNA 2772	Approved			1q23.1			105371455	ENSG00000271736
HGNC:54293	LINC02773	long intergenic non-protein coding RNA 2773	Approved			1q32.3			102723761	ENSG00000237980
HGNC:27923	LINC02774	long intergenic non-protein coding RNA 2774	Approved			1q44		NR_033883	339529	ENSG00000226828
HGNC:54294	LINC02775	long intergenic non-protein coding RNA 2775	Approved			1q32.3			105372911	ENSG00000283518
HGNC:54297	LINC02777	long intergenic non-protein coding RNA 2777	Approved			1p32.1			105378753	ENSG00000232453
HGNC:54298	LINC02778	long intergenic non-protein coding RNA 2778	Approved			1p32.1			105378760	ENSG00000238242
HGNC:54299	LINC02779	long intergenic non-protein coding RNA 2779	Approved			1q41			105372929	ENSG00000231529
HGNC:54300	LINC02780	long intergenic non-protein coding RNA 2780	Approved			1p36.32			105376673	ENSG00000284668
HGNC:54301	LINC02781	long intergenic non-protein coding RNA 2781	Approved			1p36.32			105376680	ENSG00000284674
HGNC:54302	LINC02782	long intergenic non-protein coding RNA 2782	Approved			1p36.32			105376681	ENSG00000231510
HGNC:54303	LINC02783	long intergenic non-protein coding RNA 2783	Approved			1p36.13		NR_148993	400743	ENSG00000204362
HGNC:54304	LINC02784	long intergenic non-protein coding RNA 2784	Approved			1p32.3			105378734	ENSG00000235741
HGNC:54305	LINC02785	symbol withdrawn, see [HGNC:40608](/data/gene-symbol-report/#!/hgnc_id/HGNC:40608)	Symbol Withdrawn			1p13.3				
HGNC:54307	LINC02786	long intergenic non-protein coding RNA 2786	Approved			1p34.3			105378655	ENSG00000284623
HGNC:54308	LINC02787	long intergenic non-protein coding RNA 2787	Approved			1p22.2			105378852	ENSG00000229201
HGNC:54309	LINC02788	long intergenic non-protein coding RNA 2788	Approved			1p22.2			105378855	ENSG00000285532
HGNC:54310	LINC02789	long intergenic non-protein coding RNA 2789	Approved			1q32.1		NR_147896	400800	ENSG00000231718
HGNC:54313	LINC02790	long intergenic non-protein coding RNA 2790	Approved			1p21.3		NR_125991	102723661	ENSG00000237435
HGNC:54315	LINC02791	long intergenic non-protein coding RNA 2791	Approved			1p31.2			105378786	ENSG00000235446
HGNC:54316	LINC02792	long intergenic non-protein coding RNA 2792	Approved			1p31.1			107983999	ENSG00000285462
HGNC:54317	LINC02793	long intergenic non-protein coding RNA 2793	Approved			1p36.11			105376879	ENSG00000285823
HGNC:54318	LINC02794	long intergenic non-protein coding RNA 2794	Approved			1p33			105379778	ENSG00000226133
HGNC:54319	LINC02795	long intergenic non-protein coding RNA 2795	Approved			1p22.3			105378824	ENSG00000285210
HGNC:27918	LINC02796	long intergenic non-protein coding RNA 2796	Approved	LINC02797		1p31.1			339468	ENSG00000227016
HGNC:54320	LINC02797	symbol withdrawn, see [HGNC:27918](/data/gene-symbol-report/#!/hgnc_id/HGNC:27918)	Symbol Withdrawn			1p31.1				
HGNC:54323	LINC02798	long intergenic non-protein coding RNA 2798	Approved			1p11.2			107985194	ENSG00000227082
HGNC:54324	LINC02799	long intergenic non-protein coding RNA 2799	Approved			1q21.1			112268275	ENSG00000235887
HGNC:27642	LINC02800	long intergenic non-protein coding RNA 2800	Approved			1p36.11			284632	ENSG00000230023
HGNC:54325	LINC02801	long intergenic non-protein coding RNA 2801	Approved			1p22.3			101927844	ENSG00000284240
HGNC:54326	LINC02802	long intergenic non-protein coding RNA 2802	Approved			1q21.1			100996732	ENSG00000232527
HGNC:54328	LINC02803	long intergenic non-protein coding RNA 2803	Approved			1q25.1			107985228	ENSG00000227740
HGNC:54338	LINC02804	symbol withdrawn, see [HGNC:13840](/data/gene-symbol-report/#!/hgnc_id/HGNC:13840)	Symbol Withdrawn			1q21.2				
HGNC:54339	LINC02805	long intergenic non-protein coding RNA 2805	Approved			1q21.2		NR_135559	100505824	ENSG00000232265
HGNC:27628	LINC02806	long intergenic non-protein coding RNA 2806	Approved			1q21.2			284561	ENSG00000238107
HGNC:54340	LINC02808	long intergenic non-protein coding RNA 2808	Approved			1p32.3				ENSG00000284696
HGNC:54341	LINC02809	long intergenic non-protein coding RNA 2809	Approved			1q42.13		NR_158166	100506571	ENSG00000276255
HGNC:54342	LINC02810	long intergenic non-protein coding RNA 2810	Approved			1p36.13			107984028	ENSG00000236648
HGNC:54343	LINC02811	long intergenic non-protein coding RNA 2811	Approved			1p34.2			107985740	ENSG00000284678
HGNC:54344	LINC02812	long intergenic non-protein coding RNA 2812	Approved			1p32.3			107984957	ENSG00000230138
HGNC:54345	LINC02813	long intergenic non-protein coding RNA 2813	Approved			1q42.12			107985338	ENSG00000225334
HGNC:54346	LINC02814	long intergenic non-protein coding RNA 2814	Approved	LINC02815		1q42.13			112267873	ENSG00000236975
HGNC:54347	LINC02815	symbol withdrawn, see [HGNC:54346](/data/gene-symbol-report/#!/hgnc_id/HGNC:54346)	Symbol Withdrawn			1q42.13				
HGNC:54348	LINC02816	long intergenic non-protein coding RNA 2816	Approved			1q25.3			105371638	ENSG00000225857
HGNC:32042	LINC02817	long intergenic non-protein coding RNA 2817	Approved	C1orf140	FLJ46636	1q41	AK128488	NR_024236	400804	ENSG00000234754
HGNC:54349	LINC02818	long intergenic non-protein coding RNA 2818	Approved			1q25.2			107985229	ENSG00000231966
HGNC:54350	LINC02819	long intergenic non-protein coding RNA 2819	Approved			1q23.2			105371462	ENSG00000224943
HGNC:54351	LINC02820	long intergenic non-protein coding RNA 2820	Approved		lnc-ALX1-2	12q21.31			105369876	ENSG00000258815
HGNC:54352	LINC02821	long intergenic non-protein coding RNA 2821	Approved			12q15			105369826	ENSG00000257139
HGNC:54353	LINC02822	long intergenic non-protein coding RNA 2822	Approved			12q21.33			102724834	ENSG00000286021
HGNC:54354	LINC02823	long intergenic non-protein coding RNA 2823	Approved			12q21.33			105369897	ENSG00000258100
HGNC:54356	LINC02824	long intergenic non-protein coding RNA 2824	Approved			12q24.32			105370060	ENSG00000255998
HGNC:27477	LINC02825	long intergenic non-protein coding RNA 2825	Approved			12q24.32		NR_147498	283435	ENSG00000256494
HGNC:54357	LINC02826	long intergenic non-protein coding RNA 2826	Approved			12q24.32			105370057	ENSG00000275212
HGNC:54358	LINC02827	long intergenic non-protein coding RNA 2827	Approved			12p13.32			105369606	ENSG00000236908
HGNC:54359	LINC02828	long intergenic non-protein coding RNA 2828	Approved			6p22.3			105374978	ENSG00000224164
HGNC:54362	LINC02829	long intergenic non-protein coding RNA 2829	Approved			6p22.1			105375009	ENSG00000229274
HGNC:54363	LINC02830	long intergenic non-protein coding RNA 2830	Approved			7q31.33			105375486	ENSG00000224899
HGNC:54365	LINC02831	long intergenic non-protein coding RNA 2831	Approved			2p14			102724373	ENSG00000224173
HGNC:54366	LINC02832	long intergenic non-protein coding RNA 2832	Approved			2q35			105373886	ENSG00000227308
HGNC:54367	LINC02833	long intergenic non-protein coding RNA 2833	Approved			14q32.12			105370629	ENSG00000258742
HGNC:54368	LINC02834	long intergenic non-protein coding RNA 2834	Approved			9q21.33			105376124	ENSG00000285686
HGNC:54369	LINC02835	long intergenic non-protein coding RNA 2835	Approved		lncMER52A	4q13.1			105377256	ENSG00000285711
HGNC:54370	LINC02836	long intergenic non-protein coding RNA 2836	Approved			6q21			105377922	ENSG00000237567
HGNC:54371	LINC02837	long intergenic non-protein coding RNA 2837	Approved			18q21.1			101928144	ENSG00000264464
HGNC:54372	LINC02838	long intergenic non-protein coding RNA 2838	Approved			7p12.3			105375273	ENSG00000285536
HGNC:54373	LINC02839	long intergenic non-protein coding RNA 2839	Approved			8q21.13			105375929	ENSG00000254123
HGNC:54374	LINC02840	long intergenic non-protein coding RNA 2840	Approved			6q25.2			105378065	ENSG00000224893
HGNC:54376	LINC02841	long intergenic non-protein coding RNA 2841	Approved			19q12			105372360	ENSG00000267407
HGNC:54378	LINC02842	long intergenic non-protein coding RNA 2842	Approved	LINC02155	RP11-705O24.1	8q12.3			101929628	ENSG00000254119
HGNC:27847	LINC02843	long intergenic non-protein coding RNA 2843	Approved			9q22.1			286238	ENSG00000228189
HGNC:54379	LINC02844	long intergenic non-protein coding RNA 2844	Approved			8q22.3			105375679	ENSG00000253679
HGNC:54380	LINC02845	long intergenic non-protein coding RNA 2845	Approved			8q22.3			105375680	ENSG00000253644
HGNC:54381	LINC02846	long intergenic non-protein coding RNA 2846	Approved			9q34.3			105376323	ENSG00000260193
HGNC:54383	LINC02847	long intergenic non-protein coding RNA 2847	Approved			8q11.21			105375823	ENSG00000253702
HGNC:54384	LINC02848	long intergenic non-protein coding RNA 2848	Approved			7q11.21			107986806	ENSG00000226581
HGNC:54385	LINC02849	long intergenic non-protein coding RNA 2849	Approved			8q21.2			105375622	ENSG00000285768
HGNC:54386	LINC02850	long intergenic non-protein coding RNA 2850	Approved			2p24.1			101928271	ENSG00000236436
HGNC:54388	LINC02852	long intergenic non-protein coding RNA 2852	Approved			15q26.2			105370985	ENSG00000285866
HGNC:54390	LINC02853	long intergenic non-protein coding RNA 2853	Approved			15q14			100507480	ENSG00000259245
HGNC:54391	LINC02854	long intergenic non-protein coding RNA 2854	Approved			7p11.2			107986739	ENSG00000238131
HGNC:54392	LINC02855	long intergenic non-protein coding RNA 2855	Approved			8q24.13			105375732	ENSG00000254209
HGNC:54393	LINC02856	long intergenic non-protein coding RNA 2856	Approved			18p11.22			112268216	ENSG00000285594
HGNC:54394	LINC02857	long intergenic non-protein coding RNA 2857	Approved			6q14.2			107986618	ENSG00000230852
HGNC:54395	LINC02858	long intergenic non-protein coding RNA 2858	Approved			16p12.3			105371113	ENSG00000285869
HGNC:54399	LINC02859	long intergenic non-protein coding RNA 2859	Approved		LncRNA-LOC101928316	11p14.1			101928316	
HGNC:22364	LINC02860	long intergenic non-protein coding RNA 2860	Approved	C7orf71		7p15.2		NR_161201	285941	ENSG00000222004
HGNC:54419	LINC02862	long intergenic non-protein coding RNA 2862	Approved		AC073284.4	2q35				ENSG00000237571
HGNC:41290	LINC02863	long intergenic non-protein coding RNA 2863	Approved			5q31.1			102723741	ENSG00000238160
HGNC:54480	LINC02864	long intergenic non-protein coding RNA 2864	Approved		RP11-169F17.1	18q22.3		NR_034133	400655	ENSG00000263711
HGNC:54516	LINC02865	long intergenic non-protein coding RNA 2865	Approved			6q23.3				ENSG00000229922
HGNC:54518	LINC02866	long intergenic non-protein coding RNA 2866	Approved		RP11-359E19.2	8p11.21		NR_186438	105379385	ENSG00000253665
HGNC:32040	LINC02868	long intergenic non-protein coding RNA 2868	Approved	C1orf137		1p13.1		NR_149353	388667	ENSG00000203864
HGNC:32045	LINC02869	long intergenic non-protein coding RNA 2869	Approved	C1orf143		1q41		NR_146760	440714	ENSG00000228208
HGNC:27275	LINC02870	long intergenic non-protein coding RNA 2870	Approved	C10orf91	bA432J24.4	10q26.3	BC030794	NR_149317	170393	ENSG00000180066
HGNC:16180	LINC02871	long intergenic non-protein coding RNA 2871	Approved	C20orf187	dJ727I10.1	20p12.2	AL050322	NR_146878	728434	ENSG00000125899
HGNC:33817	LINC02872	long intergenic non-protein coding RNA 2872	Approved	C9orf170	FLJ45537	9q21.33	AK127445	NR_161226	401535	ENSG00000204446
HGNC:26805	LINC02873	long intergenic non-protein coding RNA 2873	Approved	C11orf44	FLJ39058	11q24.3	AK096377	NR_164144	283171	ENSG00000175728
HGNC:27473	LINC02874	long intergenic non-protein coding RNA 2874	Approved	C12orf80		12q13.13	BC038743	NR_164131	283403	ENSG00000257137
HGNC:32699	LINC02875	long intergenic non-protein coding RNA 2875	Approved	C17orf82		17q23.2	BC046200	NR_160788	388407	ENSG00000187013
HGNC:42963	LINC02876	symbol withdrawn, see [HGNC:52940](/data/gene-symbol-report/#!/hgnc_id/HGNC:52940)	Symbol Withdrawn	C17orf112		17q22				
HGNC:37259	LINC02877	long intergenic non-protein coding RNA 2877	Approved	C3orf79		3q25.2	AF086445	NR_160966	152118	ENSG00000237787
HGNC:54524	LINC02878	long intergenic non-protein coding RNA 2878	Approved		BREA2	8q24.3	AY940073	NR_015445	286076	ENSG00000181097
HGNC:54551	LINC02879	long intergenic non-protein coding RNA 2879	Approved		USFM	18q12.1		NR_186852	131423127	
HGNC:54660	LINC02880	long intergenic non-protein coding RNA 2880	Approved		FLJ34503	6q21		NR_027060	285759	ENSG00000175967
HGNC:51236	LINC02881	long intergenic non-protein coding RNA 2881	Approved	C10orf142		10q11.21		NR_164139	100130539	ENSG00000277288
HGNC:54802	LINC02882	long intergenic non-protein coding RNA 2882	Approved		RP11-81H3.2	12q21.1		NR_038300	100507377	ENSG00000251138
HGNC:54806	LINC02883	long intergenic non-protein coding RNA 2883	Approved		KMU15	15q25.3		NR_120366	101929679	ENSG00000259416
HGNC:54808	LINC02884	long intergenic non-protein coding RNA 2884	Approved			1p13.2			105378909	ENSG00000231246
HGNC:41188	LINC02885	long intergenic non-protein coding RNA 2885	Approved	ISX-AS1		22q12.3		NR_138042	101926957	ENSG00000286592
HGNC:54867	LINC02886	long intergenic non-protein coding RNA 2886	Approved		RP11-697M17.1	8q21.13				ENSG00000253712
HGNC:55047	LINC02887	long intergenic non-protein coding RNA 2887	Approved			17p13.3			105377826	ENSG00000280279
HGNC:53765	LINC02888	long intergenic non-protein coding RNA 2888	Approved		KCCAT333	7p21.1		NR_110014	102659288	ENSG00000236318
HGNC:55071	LINC02889	long intergenic non-protein coding RNA 2889	Approved			7p21.1		NR_110013	101927630	ENSG00000236039
HGNC:55220	LINC02890	long intergenic non-protein coding RNA 2890	Approved			16p12.2				ENSG00000260905
HGNC:55221	LINC02891	long intergenic non-protein coding RNA 2891	Approved		lnc-RTN4R-1	22q11.21		NR_038460	284865	ENSG00000249923
HGNC:55359	LINC02893	long intergenic non-protein coding RNA 2893	Approved		AL513318.2	9q21.33		NR_027471	440173	ENSG00000269994
HGNC:55364	LINC02894	long intergenic non-protein coding RNA 2894	Approved			8q22.1		NR_034034	100288748	ENSG00000261437
HGNC:55422	LINC02895	long intergenic non-protein coding RNA 2895	Approved			15q14				ENSG00000259380
HGNC:55427	LINC02896	long intergenic non-protein coding RNA 2896	Approved			15q23			105370876	ENSG00000259215
HGNC:33759	LINC02897	long intergenic non-protein coding RNA 2897	Approved	C1orf229	FLJ45717	1q44	BC156415	NR_167894	388759	ENSG00000221953
HGNC:42966	LINC02898	long intergenic non-protein coding RNA 2898	Approved	C2orf91		2p21		NR_161189	400950	ENSG00000205086
HGNC:26630	LINC02899	long intergenic non-protein coding RNA 2899	Approved	C5orf17	FLJ34836	5p14.2	AK092155	NR_131245	439936	ENSG00000248874
HGNC:27964	LINC02900	long intergenic non-protein coding RNA 2900	Approved	C5orf66-AS2		5q31.1			340073	ENSG00000249647
HGNC:21179	LINC02901	long intergenic non-protein coding RNA 2901	Approved	C6orf99	yR211F11.1	6q25.3		NR_160976	100130967	ENSG00000203711
